idx,true_genre,track_id,cqt_path,audio_path,filename,num_segments,clip_sec,rng_seed,drive_file_id
454,country,1340556,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1340556\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1340556\1340556.mp3,1340556.mp3,10,5.0,0,1gfHDDBl3ADBmNPPqS4-X55AGNy4ANT4B
455,country,1340557,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1340557\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1340557\1340557.mp3,1340557.mp3,10,5.0,0,1qFHwDlZ1d08Jl-5A9dS60oJPGXPp2Sm5
456,country,1340558,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1340558\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1340558\1340558.mp3,1340558.mp3,10,5.0,0,1tTBOZo8yxIMchczxTLmiaydlZJK0ydeQ
457,country,1340559,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1340559\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1340559\1340559.mp3,1340559.mp3,10,5.0,0,17NVp3qbxe6PINAO1iBI1MM6uUtD__W3y
458,country,1340560,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1340560\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1340560\1340560.mp3,1340560.mp3,10,5.0,0,1uCKBG5lns63CoQdlbT-Kf9nNJ8tbMPmG
459,country,1340561,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1340561\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1340561\1340561.mp3,1340561.mp3,10,5.0,0,1ybgHuICs9yCj6Z0yUDj0HCxXFzO5fPVL
460,country,1340562,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1340562\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1340562\1340562.mp3,1340562.mp3,10,5.0,0,1VEr2lnRW_r5mQzICsSrlfab8QiCm1FnU
461,country,1340563,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1340563\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1340563\1340563.mp3,1340563.mp3,10,5.0,0,1nIrmEDhAS936DNFnbJ55G-5E1-FXktWY
462,country,1343765,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343765\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343765\1343765.mp3,1343765.mp3,10,5.0,0,1OaO0XXtbWf9eMQWm3sHVtC5CutcGW_l4
463,country,1343767,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343767\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343767\1343767.mp3,1343767.mp3,10,5.0,0,1E7So1Bi1qeH3y5O6vlXJa_7fTVC765rm
464,country,1343768,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343768\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343768\1343768.mp3,1343768.mp3,10,5.0,0,1qQwEeQceOe-umouhMvJFD7IFDiy4Ou29
465,country,1343769,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343769\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343769\1343769.mp3,1343769.mp3,10,5.0,0,1Y6MtBCQ2cmGTtEWXFa3YXmPP8B2lqcVm
466,country,1343770,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343770\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343770\1343770.mp3,1343770.mp3,10,5.0,0,1zlusB_YK08FtJaEf8ecWQ8BGa7pqFq7k
467,country,1343771,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343771\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343771\1343771.mp3,1343771.mp3,10,5.0,0,1hBbycYKhxQYEs0_UFNIqrv_1rkS8rXBc
468,country,1343773,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343773\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343773\1343773.mp3,1343773.mp3,10,5.0,0,1msuivIBh3jsw5y4Q8CJwP8gLqjXHvxpc
469,country,1343774,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343774\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343774\1343774.mp3,1343774.mp3,10,5.0,0,1Uc_EXgwZY8UmD_TjaBqpEwmrryW5-22n
470,country,1343775,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343775\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343775\1343775.mp3,1343775.mp3,10,5.0,0,1mYRzU5-caABEOV7xPqdIeZy-GoqPxKyh
471,country,1343776,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343776\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343776\1343776.mp3,1343776.mp3,10,5.0,0,19cpu19Odc9Ru1ZSwno2I_mVWtKT8zlCr
472,country,1343777,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343777\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343777\1343777.mp3,1343777.mp3,10,5.0,0,1uHvYYsp67k8gAk_2X92ENg8RgBqTUKIB
473,country,1343778,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343778\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343778\1343778.mp3,1343778.mp3,10,5.0,0,1URvaSDSF0O9SsB8KjuZOJye3ZCvugM39
474,country,1343779,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343779\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343779\1343779.mp3,1343779.mp3,10,5.0,0,1IRDIjxRJqVuvHjGmbUO1CvuOpscrEvP6
475,country,1343782,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343782\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343782\1343782.mp3,1343782.mp3,10,5.0,0,1O9hFNsPAVOlNFswVf1amN0K_AW6eE93r
476,country,1343810,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343810\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343810\1343810.mp3,1343810.mp3,10,5.0,0,1K3B83MU5FNMQ3Bs9GzQT1ZDOyyG723Bn
477,country,1343811,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343811\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343811\1343811.mp3,1343811.mp3,10,5.0,0,1L7LVFDE0DIPyXVX9GpZoU1NQbLEjXg9O
478,country,1343812,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343812\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343812\1343812.mp3,1343812.mp3,10,5.0,0,10c9hR8VWqhJtAFzGuJFDbEvK9_NfiYRf
479,country,1343813,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343813\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343813\1343813.mp3,1343813.mp3,10,5.0,0,1xJmoj_S5yfeVEIHNN79ZGZJHLF2Lhtr4
480,country,1343814,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343814\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343814\1343814.mp3,1343814.mp3,10,5.0,0,1lKT3VsBqU4hxyAXV8hDa14Ga6pdpZxxZ
481,country,1343815,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343815\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343815\1343815.mp3,1343815.mp3,10,5.0,0,1-nnDXRAraSx-ZmoIWAoTeNV3hjBjOuR2
482,country,1343816,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343816\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343816\1343816.mp3,1343816.mp3,10,5.0,0,1AuJ5wdIOBz8bMiQjlmvvSxF8-J4BjQPa
483,country,1343817,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343817\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343817\1343817.mp3,1343817.mp3,10,5.0,0,1SYZHVj6OfmGM-FIFRL8IPb1qu7BkkQEx
484,country,1343818,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1343818\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1343818\1343818.mp3,1343818.mp3,10,5.0,0,1g0Uh0q1crmOVMeHHhBQfI8mcUEoPB7zr
485,country,1344487,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344487\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344487\1344487.mp3,1344487.mp3,10,5.0,0,1aQFlJvIgtstjhwIzBrIchODLj3NwAuIb
486,country,1344488,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344488\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344488\1344488.mp3,1344488.mp3,10,5.0,0,1vm7emVdMvXlfLnI5-hFlV2xAbEy7OXRV
487,country,1344489,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344489\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344489\1344489.mp3,1344489.mp3,10,5.0,0,1WbtjhvTPxcwYRf5AfVRjHUh30Z_msXz7
488,country,1344490,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344490\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344490\1344490.mp3,1344490.mp3,10,5.0,0,1lNljGxS4zmf1EQ-Y34mhuK11fhJKNP3v
489,country,1344491,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344491\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344491\1344491.mp3,1344491.mp3,10,5.0,0,17pwtKZCd-Q6i2LOeSaTwgQCpBTzMb9pJ
490,country,1344492,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344492\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344492\1344492.mp3,1344492.mp3,10,5.0,0,13kHJ0Xz-3BxNNtXvEboJ6V--Zl4YLIT5
491,country,1344493,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344493\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344493\1344493.mp3,1344493.mp3,10,5.0,0,1iqRZpdKgeJ4idTdYxnY-RH22aVQ4i4pj
492,country,1344494,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344494\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344494\1344494.mp3,1344494.mp3,10,5.0,0,198bkH3ziiX_FqeYxp4f-uw8V6elk0yz_
493,country,1344495,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344495\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344495\1344495.mp3,1344495.mp3,10,5.0,0,1btyE4jgc9IuUz9GnWmNBdTl5ACJB35-o
494,country,1344496,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344496\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344496\1344496.mp3,1344496.mp3,10,5.0,0,17GVgRtVgb2yCn6hBx_46AK2EOPZg9Doz
495,country,1344497,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344497\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344497\1344497.mp3,1344497.mp3,10,5.0,0,1pDhPmcDXBGrldWhdPdskT95qrFJ-h3I1
496,country,1344498,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344498\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344498\1344498.mp3,1344498.mp3,10,5.0,0,1gUn8AtzFKxcNPa6Wqwg_xe3l4jrxCXZt
497,country,1344830,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344830\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344830\1344830.mp3,1344830.mp3,10,5.0,0,16aoYDVKKwZ_8GCAeEvAtKcH0eMxkGyDw
498,country,1344831,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344831\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344831\1344831.mp3,1344831.mp3,10,5.0,0,19YiL7CeK-AhXKL2A5KPzrmUQSS_NKeX2
499,country,1344832,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344832\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344832\1344832.mp3,1344832.mp3,10,5.0,0,1tHlJZnUy-4koZ0RdpH5sXJ6b5Vrrfm2B
500,country,1344833,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344833\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344833\1344833.mp3,1344833.mp3,10,5.0,0,1yD_ZP8wkSJjsFRnY9iC8foWZ-Nx12IzC
501,country,1344834,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344834\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344834\1344834.mp3,1344834.mp3,10,5.0,0,1-CTAGXDT0X9EW-8sUvZg8gpyqSqNVCgb
502,country,1344835,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344835\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344835\1344835.mp3,1344835.mp3,10,5.0,0,16Ch3-mKP4GCNdRNzSpPFFgJZQup3kVbS
503,country,1344836,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344836\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344836\1344836.mp3,1344836.mp3,10,5.0,0,1bP8hAXLJAeOFsDIbweHCcViky76_u7dA
504,country,1344837,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344837\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344837\1344837.mp3,1344837.mp3,10,5.0,0,1m5Ij66ZsiojmtBV2wdqFkdI4F3BHC4ho
505,country,1344838,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344838\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344838\1344838.mp3,1344838.mp3,10,5.0,0,1kdCul4y62LJQzf8vDJA6I8wm_nFiLMEi
506,country,1344839,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344839\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344839\1344839.mp3,1344839.mp3,10,5.0,0,1FYRCjbQMtjT05F9SEcyGP9y2RY50DED3
507,country,1344840,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344840\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344840\1344840.mp3,1344840.mp3,10,5.0,0,1WwxTsPUJouyY0p8ZYMtoX59PcTOqjccs
508,country,1344841,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344841\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344841\1344841.mp3,1344841.mp3,10,5.0,0,1fPF5d46VGO6AugU4JNadLvzZv9hEuaty
509,country,1344842,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344842\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344842\1344842.mp3,1344842.mp3,10,5.0,0,1YwVJCl9smZfImjvTRGLKSvgadqsXJr4n
510,country,1344843,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1344843\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1344843\1344843.mp3,1344843.mp3,10,5.0,0,1SCu_9aSt9SzzNcDTb0-Q8K7Nsy34WTfd
511,country,1345454,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345454\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345454\1345454.mp3,1345454.mp3,10,5.0,0,1VIFD0OTpqMr9SwqW4ysTcWU-23KE7ETX
512,country,1345455,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345455\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345455\1345455.mp3,1345455.mp3,10,5.0,0,1snEMQ26vKKGL-XMgIuQNuEXKFErBUwBL
513,country,1345456,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345456\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345456\1345456.mp3,1345456.mp3,10,5.0,0,1MxUQnaiNRmxVbSJFdATpLuiJx74MR975
514,country,1345457,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345457\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345457\1345457.mp3,1345457.mp3,10,5.0,0,1ESKrEiobq0MBPb1esdeV0It_WM3a3AEX
515,country,1345458,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345458\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345458\1345458.mp3,1345458.mp3,10,5.0,0,1evz6N2QxRGD0pKS-oaIB8OJxV-5-_tlv
516,country,1345459,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345459\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345459\1345459.mp3,1345459.mp3,10,5.0,0,1mBxE23fsEcBag5Adqn8wC-qcgL2V5fWp
517,country,1345460,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345460\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345460\1345460.mp3,1345460.mp3,10,5.0,0,1GKzAGNVMiH8ETdlcESw2G6Hh2moYmbMF
518,country,1345461,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345461\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345461\1345461.mp3,1345461.mp3,10,5.0,0,1sRUM_z5ksGSJWHfINSGAMvFx6EJSO22z
519,country,1345462,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345462\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345462\1345462.mp3,1345462.mp3,10,5.0,0,1gsRAP-5aw3yEhCWRj7kri49iEx6opy2w
520,country,1345463,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345463\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345463\1345463.mp3,1345463.mp3,10,5.0,0,1zD6P9jX3EK8yVhhCRmSP_LsmnCmSYK6k
521,country,1345464,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345464\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345464\1345464.mp3,1345464.mp3,10,5.0,0,1NkyWBfLUP33ouyJHkT1huSkmT2pJBou8
522,country,1345465,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345465\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345465\1345465.mp3,1345465.mp3,10,5.0,0,1zcV97_msHoVNIAOgxAqnFeRZaVDZzeAF
523,country,1345466,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345466\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345466\1345466.mp3,1345466.mp3,10,5.0,0,1R92t0zyjrjdbl3F7JLbnHC_s9o_8mq9C
524,country,1345467,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1345467\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1345467\1345467.mp3,1345467.mp3,10,5.0,0,11nXokOHYUl68rXha-x-nO9y7b2MoPunZ
525,country,1346279,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346279\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346279\1346279.mp3,1346279.mp3,10,5.0,0,1ShmkHy8Z6JNgRGVgrjNMLiD8Fib3N3GR
526,country,1346280,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346280\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346280\1346280.mp3,1346280.mp3,10,5.0,0,1vNxZUywMLrj5h2ZY0j4V2bD_xp7UOk6A
527,country,1346283,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346283\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346283\1346283.mp3,1346283.mp3,10,5.0,0,1c5r3RdmbL58QpnuFAarSFV5yjXMPrWCJ
528,country,1346284,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346284\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346284\1346284.mp3,1346284.mp3,10,5.0,0,1kIHyu26he2I08C862aKJHqjQns5CsbA4
529,country,1346285,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346285\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346285\1346285.mp3,1346285.mp3,10,5.0,0,1FKBh3FH8sFHSPUwID1PwRtNMrjPuYaNb
530,country,1346286,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346286\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346286\1346286.mp3,1346286.mp3,10,5.0,0,1QHYUEAlrXQtUWVYmB1X3JIJdlPDBniJe
531,country,1346287,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346287\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346287\1346287.mp3,1346287.mp3,10,5.0,0,1QMq4Dn4yyycT6dPH1C384O9W_zAlE5Lg
532,country,1346288,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346288\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346288\1346288.mp3,1346288.mp3,10,5.0,0,1j7tiAj7FvCfjvgJFepDFXytCU7pJlOFX
533,country,1346289,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346289\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346289\1346289.mp3,1346289.mp3,10,5.0,0,1e8gEL7NO8VeKOj9xRTkKM9pPt7Mifk2p
534,country,1346290,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346290\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346290\1346290.mp3,1346290.mp3,10,5.0,0,1FtKFKYzEIDErzCLktgMTJF967oEp5yAh
535,country,1346292,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346292\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346292\1346292.mp3,1346292.mp3,10,5.0,0,1V0-wfsWsl3Rm0Q4gJGNVZpgE9ypVsOn5
536,country,1346293,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346293\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346293\1346293.mp3,1346293.mp3,10,5.0,0,16Wb2Dm_dB2LN23oti1G_oKA-pUdyIwg2
537,country,1346680,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346680\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346680\1346680.mp3,1346680.mp3,10,5.0,0,1qBGLZb9RNwoI7W8PldsH3YS2RNvCJAxA
538,country,1346681,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346681\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346681\1346681.mp3,1346681.mp3,10,5.0,0,1BYQkq1X85utff9aVZ06jS071kmqf8CmG
539,country,1346682,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346682\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346682\1346682.mp3,1346682.mp3,10,5.0,0,1WmGgUi9SxRFLpenDRSm3RAfaeDR9Cgiz
540,country,1346683,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346683\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346683\1346683.mp3,1346683.mp3,10,5.0,0,16waPaJjbENePxOVFiNsRsxbf0Mr3okJj
541,country,1346684,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346684\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346684\1346684.mp3,1346684.mp3,10,5.0,0,1WRRpEnc_mthBEAk0X0PONmWLOMu9xBjT
542,country,1346685,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346685\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346685\1346685.mp3,1346685.mp3,10,5.0,0,1x7bTJ_5CIpdBGnz1cIRRcDvZ5b9Cwr2x
543,country,1346686,C:\Yukawa\Lab\Dataset\MTG-Jamendo-9mapping\9genre_music200_cqt\country\1346686\cqt.npy,C:\Yukawa\music-reco-Jamendo-2-public\audio\country\1346686\1346686.mp3,1346686.mp3,10,5.0,0,1wQ4Yqx5AZvA60TNsfqlE47Tfcx3CKhiR
